238	89
231	93
223	96
216	100
209	103
202	107
195	110
188	114
181	117
173	121
166	124
159	128
152	131
145	135
138	138
131	142
123	145
116	149
109	152
102	156
95	159
88	163
80	166
73	170
66	173
59	177
52	180
47	184
46	187
45	191
44	194
43	198
42	201
41	205
40	208
39	212
38	215
37	219
36	222
35	226
33	229
32	233
31	236
30	240
29	243
28	247
27	250
26	254
25	257
24	261
23	264
22	268
21	271
20	275
18	278
17	282
16	285
15	289
14	292
13	296
12	298
11	299
10	299
9	299
8	300
7	300
6	300
4	301
3	301
2	301
1	302
0	302
0	302
0	303
0	303
0	303
0	304
0	304
0	304
0	305
0	305
0	305
0	306
0	306
0	306
0	307
0	307
0	307
0	308
0	308
0	308
0	309
0	309
0	309
0	310
0	310
0	310
0	311
0	311
0	311
0	312
0	312
0	312
0	313
0	313
0	313
0	314
0	314
0	314
0	315
0	315
0	315
0	316
0	316
0	316
0	317
0	317
0	317
0	318
0	318
0	318
0	319
0	319
0	320
0	320
0	321
0	322
0	323
0	323
0	324
0	325
0	326
0	326
0	327
0	328
0	329
0	329
0	330
0	331
0	332
7	332
14	333
22	334
29	335
37	335
44	336
51	337
59	338
66	338
73	339
81	340
88	341
96	342
103	342
110	343
118	344
125	345
133	345
140	346
147	347
155	348
162	348
169	349
177	350
184	351
192	351
199	352
206	353
214	354
221	354
228	355
236	353
243	350
251	346
258	343
265	339
273	336
280	332
288	329
295	325
302	322
310	318
317	315
324	311
332	308
339	304
347	300
348	297
348	293
348	290
348	286
348	283
348	279
348	276
348	272
348	269
348	265
348	262
348	258
348	255
348	251
348	248
348	244
348	240
348	237
348	233
348	230
348	226
348	223
348	219
348	216
348	212
348	209
348	205
348	202
348	198
348	195
348	191
348	187
348	184
348	180
348	177
348	173
348	170
348	166
348	163
348	159
347	156
347	152
347	149
347	145
347	142
347	138
347	134
347	131
347	127
347	124
347	120
347	117
347	113
347	110
347	106
347	103
347	99
347	96
347	92
347	89
347	85
347	82
347	78
347	74
347	71
347	67
347	64
347	60
347	57
346	53
345	50
344	46
343	43
342	42
341	42
340	42
339	42
338	42
337	42
336	41
335	41
334	41
333	41
332	41
331	41
330	41
329	41
328	41
327	41
326	41
325	41
324	41
323	41
322	41
321	41
320	40
319	40
318	40
318	40
317	40
317	40
317	40
316	40
316	40
316	40
315	40
315	40
314	40
314	40
314	40
313	40
313	39
313	39
312	39
312	39
311	39
311	39
311	39
310	39
310	39
310	39
311	39
311	39
311	39
311	39
312	39
312	38
312	38
312	38
312	38
313	38
313	38
313	38
313	38
314	38
314	38
314	38
314	38
315	38
315	38
315	38
315	38
316	37
316	37
316	37
316	37
316	37
317	37
317	37
317	37
317	37
317	37
317	37
317	37
317	37
317	37
317	37
317	36
317	36
317	36
317	36
317	36
317	36
317	36
317	36
317	36
317	36
317	36
317	36
317	36
317	36
317	36
317	36
317	35
317	35
317	35
317	35
318	35
318	35
318	35
318	35
318	30
318	30
318	30
318	30
318	30
318	30
318	30
318	30
318	30
160	30
160	30
160	30
160	30
